"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"AVIRUP-1","\Microsoft\Windows\ApplicationData\appuriverifierinstall","N/A","Ready","Interactive/Background","06-08-2025 04:40:21","0","Microsoft Corporation","%windir%\system32\AppHostRegistrationVerifier.exe ","N/A","Verifies AppUriHandler host registrations.","Enabled","Disabled","","INTERACTIVE","Disabled","00:15:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\ApplicationData\CleanupTemporaryState","N/A","Ready","Interactive/Background","05-08-2025 22:23:09","0","Microsoft Corporation","%windir%\system32\rundll32.exe Windows.Storage.ApplicationData.dll,CleanupTemporaryState","N/A","Cleans up each package's unused temporary files.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\ApplicationData\DsSvcCleanup","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","Microsoft Corporation","%windir%\system32\dstokenclean.exe ","N/A","Performs maintenance for the Data Sharing Service.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\AppListBackup\Backup","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Users","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\AppListBackup\BackupNonMaintenance","09-08-2025 00:25:58","Ready","Interactive/Background","31-07-2025 01:13:53","0","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)","Enabled","Disabled","","Users","Disabled","72:00:00","Scheduling data is not available in this format.","Daily ","00:00:00","01-01-2022","N/A","Every 14 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","N/A","Disabled","Interactive/Background","03-07-2025 18:33:18","0","N/A","%windir%\system32\rundll32.exe %windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask","N/A","N/A","Disabled","Only Start If Idle for 15 minutes, If Not Idle Retry For 15 minutes","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\AppxDeploymentClient\UCPD velocity","N/A","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","%windir%\system32\UCPDMgr.exe ","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Autochk\Proxy","N/A","Ready","Interactive/Background","07-08-2025 15:45:20","0","Microsoft Corporation","%windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations","N/A","This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.","Enabled","Only Start If Idle for 10 minutes, If Not Idle Retry For 525600 minutes","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Bluetooth\UninstallDeviceTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft","BthUdTask.exe $(Arg0)","N/A","Uninstalls the PnP device associated with the specified Bluetooth service ID","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask","N/A","Ready","Interactive/Background","02-08-2025 23:08:38","268435456","Microsoft Corporation","COM handler","N/A","Maintains registrations for background tasks for Universal Windows Platform applications.","Enabled","Only Start If Idle for 0 minutes, If Not Idle Retry For 0 minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","00:06:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\capabilityaccessmanager\maintenancetasks","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","Microsoft Corporation","%windir%\system32\rundll32.exe %windir%\system32\CapabilityAccessManager.dll,CapabilityAccessManagerDoStoreMaintenance","N/A","Capability Access Manager Maintenance Tasks","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\AikCertEnrollTask","N/A","Ready","Interactive/Background","07-08-2025 14:56:45","-2145844844","Microsoft Corporation","COM handler","N/A","This task enrolls a certificate for Attestation Identity Key.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\AikCertEnrollTask","N/A","Ready","Interactive/Background","07-08-2025 14:56:45","-2145844844","Microsoft Corporation","COM handler","N/A","This task enrolls a certificate for Attestation Identity Key.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","One Time Only","15:31:58","10-07-2025","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\CryptoPolicyTask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","This task synchronizes cryptographic policy.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\KeyPreGenTask","N/A","Ready","Interactive/Background","07-08-2025 14:56:43","0","Microsoft Corporation","COM handler","N/A","This task pre-generates TPM based Attestation Identity Key (AIK) and Storage Key (SK).","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\KeyPreGenTask","N/A","Ready","Interactive/Background","07-08-2025 14:56:43","0","Microsoft Corporation","COM handler","N/A","This task pre-generates TPM based Attestation Identity Key (AIK) and Storage Key (SK).","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\KeyPreGenTask","N/A","Ready","Interactive/Background","07-08-2025 14:56:43","0","Microsoft Corporation","COM handler","N/A","This task pre-generates TPM based Attestation Identity Key (AIK) and Storage Key (SK).","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\SystemTask","N/A","Ready","Interactive/Background","07-08-2025 14:56:36","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\SystemTask","N/A","Ready","Interactive/Background","07-08-2025 14:56:36","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","07-08-2025 15:11:08","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","07-08-2025 15:11:08","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","07-08-2025 15:11:08","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","07-08-2025 15:11:08","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","N/A","Ready","Interactive/Background","07-08-2025 17:00:02","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Chkdsk\ProactiveScan","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","Microsoft Corporation","COM handler","N/A","NTFS Volume Health Scan","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Chkdsk\SyspartRepair","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","%windir%\system32\bcdboot.exe %windir% /sysrepair","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Clip\License Validation","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","%SystemRoot%\system32\ClipUp.exe -p -s -o","N/A","Windows Store legacy license migration task","Disabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Clip\LicenseImdsIntegration","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","$(@%SystemRoot%\system32\fclip.exe,-100)","%SystemRoot%\system32\fclip.exe ","N/A","FClip","Disabled","Disabled","","Users","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Clip\LicenseImdsIntegration","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","$(@%SystemRoot%\system32\fclip.exe,-100)","%SystemRoot%\system32\fclip.exe ","N/A","FClip","Disabled","Disabled","","Users","Disabled","Disabled","Scheduling data is not available in this format.","Daily ","08:00:00","01-03-2021","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Clip\LicenseImdsIntegration","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","$(@%SystemRoot%\system32\fclip.exe,-100)","%SystemRoot%\system32\fclip.exe ","N/A","FClip","Disabled","Disabled","","Users","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CloudExperienceHost\CreateObjectTask","N/A","Ready","Interactive/Background","26-10-2024 20:54:33","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CloudRestore\Backup","16-08-2025 04:26:01","Ready","Interactive/Background","31-07-2025 00:53:46","0","Microsoft Corporation","COM handler","N/A","Handles restoring settings from the cloud","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\CloudRestore\Backup","16-08-2025 02:43:13","Ready","Interactive/Background","31-07-2025 00:53:46","0","Microsoft Corporation","COM handler","N/A","Handles restoring settings from the cloud","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Daily ","12:00:00","01-07-2023","N/A","Every 8 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\CloudRestore\Restore","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Handles restoring settings from the cloud","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask","08-08-2025 13:02:49","Ready","Interactive/Background","07-08-2025 13:52:50","0","$(@%systemRoot%\system32\unifiedconsent.dll,-102)","COM handler","N/A","$(@%systemRoot%\system32\unifiedconsent.dll,-101)","Enabled","Disabled","","INTERACTIVE","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask","08-08-2025 12:56:39","Ready","Interactive/Background","07-08-2025 13:52:50","0","$(@%systemRoot%\system32\unifiedconsent.dll,-102)","COM handler","N/A","$(@%systemRoot%\system32\unifiedconsent.dll,-101)","Enabled","Disabled","","INTERACTIVE","Disabled","00:05:00","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00","01-09-2024","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Containers\CmCleanup","N/A","Ready","Interactive/Background","04-08-2025 21:55:32","0","Microsoft Corporation","COM handler","N/A","Performs timely container component cleanup","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Customer Experience Improvement Program\Consolidator","08-08-2025 00:00:00","Ready","Interactive/Background","07-08-2025 18:00:01","0","Microsoft Corporation","%SystemRoot%\System32\wsqmcons.exe ","N/A","If the user has consented to participate in the Windows Customer Experience Improvement Program, this job collects and sends usage data to Microsoft.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","00:00:00","02-01-2004","N/A","N/A","N/A","6 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip","N/A","Ready","Interactive/Background","05-08-2025 22:23:09","0","Microsoft Corporation","COM handler","N/A","The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is ","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan","07-08-2025 23:26:29","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Scans fault-tolerant volumes for latent corruptions","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Daily ","23:00:00","01-01-2011","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan","07-08-2025 23:10:32","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Scans fault-tolerant volumes for latent corruptions","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Scans fault-tolerant volumes for latent corruptions","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan for Crash Recovery","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Scans fault-tolerant volumes for fast crash recovery","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Defrag\ScheduledDefrag","N/A","Ready","Interactive/Background","01-08-2025 19:08:37","0","Microsoft Corporation","%windir%\system32\defrag.exe -c -h -o -$","N/A","This task optimises local storage drives.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Device Information\Device","08-08-2025 04:24:41","Ready","Interactive/Background","07-08-2025 04:09:21","0","N/A","%windir%\system32\devicecensus.exe SystemCxt","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","03:00:00","01-09-2008","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Device Information\Device","08-08-2025 03:09:08","Ready","Interactive/Background","07-08-2025 04:09:21","0","N/A","%windir%\system32\devicecensus.exe SystemCxt","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Device Information\Device User","N/A","Ready","Interactive/Background","07-08-2025 15:17:16","0","N/A","%windir%\system32\devicecensus.exe UserCxt","N/A","N/A","Enabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 1440 minutes","","INTERACTIVE","Disabled","96:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Device Setup\Driver Recovery on Reboot","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","$(@%SystemRoot%\system32\DeviceSetupManagerAPI.dll,-600)","COM handler","N/A","$(@%SystemRoot%\system32\DeviceSetupManagerAPI.dll,-602)","Disabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Device Setup\Metadata Refresh","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","Microsoft Corporation","COM handler","N/A","Performs a device metadata refresh on a periodic basis","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\HandleCommand","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\HandleWnsCommand","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\IntegrityCheck","14-08-2025 01:48:53","Ready","Interactive/Background","06-08-2025 15:04:55","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 11520 minutes","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00","01-01-2015","N/A","N/A","N/A","144 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\LocateCommandUserSession","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceAccountChange","N/A","Ready","Interactive/Background","07-08-2025 15:26:09","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceLocationRightsChange","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 11520 minutes","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\RegisterDevicePeriodic24","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 1920 minutes","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","One Time Only, Hourly ","06:00:00","01-01-2015","N/A","N/A","N/A","16 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\RegisterDevicePolicyChange","N/A","Ready","Interactive/Background","04-07-2025 19:22:28","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceProtectionStateChanged","N/A","Ready","Interactive/Background","07-08-2025 15:58:50","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceSettingChange","N/A","Ready","Interactive/Background","03-07-2025 17:14:36","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\RegisterUserDevice","N/A","Ready","Interactive/Background","07-08-2025 15:26:09","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DeviceDirectoryClient\RegisterUserDevice","N/A","Ready","Interactive/Background","07-08-2025 15:26:09","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
