"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"AVIRUP-1","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/A","Ready","Interactive/Background","25-10-2024 17:27:11","0","Microsoft Corporation","COM handler","N/A","Check for recommended troubleshooting from Microsoft","Enabled","Disabled","","SYSTEM","Disabled","00:30:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/A","Ready","Interactive/Background","25-10-2024 17:27:11","0","Microsoft Corporation","COM handler","N/A","Check for recommended troubleshooting from Microsoft","Enabled","Disabled","","SYSTEM","Disabled","00:30:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Diagnosis\Scheduled","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","Microsoft Corporation","COM handler","N/A","The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through Security and Maintenance.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Diagnosis\UnexpectedCodepath","N/A","Ready","Interactive/Background","07-08-2025 16:57:51","0","N/A","%windir%\system32\UCConfigTask.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/A","Ready","Interactive/Background","09-07-2025 14:30:02","0","N/A","%windir%\system32\directxdatabaseupdater.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","02:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/A","Ready","Interactive/Background","09-07-2025 14:30:02","0","N/A","%windir%\system32\directxdatabaseupdater.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","02:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready","Interactive/Background","07-08-2025 14:57:22","0","N/A","%windir%\system32\dxgiadaptercache.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready","Interactive/Background","07-08-2025 14:57:22","0","N/A","%windir%\system32\dxgiadaptercache.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DiskCleanup\SilentCleanup","N/A","Ready","Interactive/Background","07-08-2025 18:24:56","-2147020576","Microsoft Corporation","%windir%\system32\cleanmgr.exe /autocleanstoragesense /d %systemdrive%","N/A","Maintenance task used by the system to launch a silent automatic disk clean-up when free disk space is running low.","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Users","Disabled","00:15:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector","N/A","Disabled","Interactive/Background","03-08-2025 23:08:40","0","Microsoft Corporation","%windir%\system32\rundll32.exe dfdts.dll,DfdGetDefaultPolicyAndSMART","N/A","The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program.","Disabled","Disabled","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","%windir%\system32\DFDWiz.exe ","N/A","The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.","Disabled","Disabled","","Users","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DiskFootprint\Diagnostics","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","N/A","%windir%\system32\disksnapshot.exe -z","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DiskFootprint\StorageSense","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","-2147221164","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\DUSM\dusmtask","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","%SystemRoot%\System32\dusmtask.exe ","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\EDP\EDP App Launch Task","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\EDP\EDP Auth Task","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\EDP\EDP Inaccessible Credentials Task","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\EDP\StorageCardEncryption Task","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready","Interactive/Background","07-08-2025 14:56:21","0","Microsoft Corporation","COM handler","N/A","Task for applying changes to the machine's Exploit Protection settings.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready","Interactive/Background","07-08-2025 14:56:21","0","Microsoft Corporation","COM handler","N/A","Task for applying changes to the machine's Exploit Protection settings.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Feedback\Siuf\DmClient","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","Microsoft Windows Feedback","%windir%\system32\dmclient.exe ","N/A","Update SIUF strings","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Feedback\Siuf\DmClientOnScenarioDownload","N/A","Ready","Interactive/Background","07-08-2025 16:34:29","0","Microsoft Windows Feedback","%windir%\system32\dmclient.exe utcwnf","N/A","Update SIUF strings","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\File Classification Infrastructure\Property Definition Sync","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Synchronizes the File Classification Infrastructure taxonomy on the computer with the resource property definitions stored in Active Directory Domain Services.","Disabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 1 minutes","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Daily ","03:00:00","09-11-2006","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\FileHistory\File History (maintenance mode)","N/A","Ready","Interactive/Background","04-08-2025 21:55:32","0","Microsoft Corporation","COM handler","N/A","Protects user files from accidental loss by copying them to a backup location when the system is unattended","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","LOCAL SERVICE","Disabled","Disabled","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Flighting\FeatureConfig\BootstrapUsageDataReporting","N/A","Disabled","Interactive/Background","10-07-2025 00:37:00","0","Microsoft Corporation","COM handler","N/A","Task periodically logging feature usage reports","Disabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only, Minute ","05:36:51","05-04-2024","N/A","N/A","N/A","0 Hour(s), 15 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Flighting\FeatureConfig\GovernedFeatureUsageProcessing","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileConfigs","N/A","Ready","Interactive/Background","10-07-2025 15:39:36","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","07-08-2025 17:11:10","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready","Interactive/Background","07-08-2025 15:58:19","0","Microsoft Corporation","COM handler","N/A","Task persisting feature usage data to disk","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReceiver","N/A","Ready","Interactive/Background","07-08-2025 18:30:06","0","Microsoft Corporation","COM handler","N/A","Task persisting feature usage data to disk","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReporting","N/A","Ready","Interactive/Background","07-08-2025 00:53:56","0","Microsoft Corporation","COM handler","N/A","Task periodically logging feature usage reports","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","08-08-2025 00:39:38","Ready","Interactive/Background","07-08-2025 17:52:58","0","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","One Time Only, Minute ","17:54:00","07-08-2025","N/A","N/A","N/A","6 Hour(s), 2 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","08-08-2025 00:54:23","Ready","Interactive/Background","07-08-2025 17:52:58","0","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","08-08-2025 00:26:05","Ready","Interactive/Background","07-08-2025 17:52:58","0","Microsoft Corporation","COM handler","N/A","Task periodically refreshing data for OneSettings clients.","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\GroupPolicy\{3E0A038B-D834-4930-9981-E89C9BFF83AA}","07-08-2025 19:26:37","Ready","Interactive/Background","07-08-2025 17:56:38","0","AVIRUP-1$","gpupdate.exe /target:computer","N/A","N/A","Enabled","Disabled","","NETWORK SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","One Time Only, Minute ","16:26:37","07-08-2025","N/A","N/A","N/A","1 Hour(s), 30 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\GroupPolicy\{3E0A038B-D834-4930-9981-E89C9BFF83AA}","07-08-2025 19:26:37","Ready","Interactive/Background","07-08-2025 17:56:38","0","AVIRUP-1$","gpupdate.exe /target:computer","N/A","N/A","Enabled","Disabled","","NETWORK SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\GroupPolicy\{A7719E0F-10DB-4640-AD8C-490CC6AD5202}","07-08-2025 18:48:30","Ready","Interactive/Background","07-08-2025 16:58:31","0","AVIRUP-1$","gpupdate.exe /target:user","N/A","N/A","Enabled","Disabled","","NETWORK SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","One Time Only, Minute ","20:58:30","05-08-2025","N/A","N/A","N/A","1 Hour(s), 50 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\GroupPolicy\{A7719E0F-10DB-4640-AD8C-490CC6AD5202}","07-08-2025 18:48:30","Ready","Interactive/Background","07-08-2025 16:58:31","0","AVIRUP-1$","gpupdate.exe /target:user","N/A","N/A","Enabled","Disabled","","NETWORK SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Hotpatch\Monitoring","08-08-2025 03:00:45","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\hpatchmonTask.cmd","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","00:02:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Hotpatch\Monitoring","08-08-2025 03:29:08","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\hpatchmonTask.cmd","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","00:02:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Hotpatch\Monitoring","08-08-2025 03:18:47","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\hpatchmonTask.cmd","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","00:02:00","Scheduling data is not available in this format.","One Time Only, Hourly ","03:00:00","01-01-2000","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\input\InputSettingsRestoreDataAvailable","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\input\LocalUserSyncDataAvailable","N/A","Ready","Interactive/Background","05-08-2025 21:12:10","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\input\MouseSyncDataAvailable","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\input\PenSyncDataAvailable","N/A","Ready","Interactive/Background","04-08-2025 17:55:00","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\input\RemoteMouseSyncDataAvailable","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\input\RemotePenSyncDataAvailable","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\input\RemoteTouchpadSyncDataAvailable","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\input\syncpensettings","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","00:01:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\input\TouchpadSyncDataAvailable","N/A","Ready","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\InstallService\RestoreDevice","N/A","Ready","Interactive/Background","07-08-2025 15:56:23","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","03:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\InstallService\ScanForUpdates","08-08-2025 10:48:46","Ready","Interactive/Background","07-08-2025 16:56:23","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","05:30:00","01-01-2014","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\InstallService\ScanForUpdates","08-08-2025 11:46:10","Ready","Interactive/Background","07-08-2025 16:56:23","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\InstallService\ScanForUpdates","08-08-2025 22:33:40","Ready","Interactive/Background","07-08-2025 16:56:23","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only","05:30:00","01-01-2014","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\InstallService\ScanForUpdatesAsUser","N/A","Ready","Interactive/Background","06-08-2025 21:56:08","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","04:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\InstallService\SmartRetry","N/A","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\InstallService\SmartRetry","N/A","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","One Time Only","04:18:10","18-07-2025","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\InstallService\SmartRetry","N/A","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\InstallService\SmartRetry","N/A","Ready","Interactive/Background","07-08-2025 15:15:16","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","One Time Only","05:30:00","01-01-2014","N/A","N/A","N/A","Disabled","Disabled","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\InstallService\WakeUpAndContinueUpdates","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\InstallService\WakeUpAndScanForUpdates","N/A","Disabled","Interactive/Background","30-11-1999 00:00:00","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","04:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","05:30:00","01-01-2014","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"AVIRUP-1","\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready","Interactive/Background","07-08-2025 15:11:39","0","Microsoft Corporation","COM handler","N/A","Synchronize User Language Settings from other devices.","Enabled","Disabled","","INTERACTIVE","Disabled","00:10:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready","Interactive/Background","07-08-2025 15:11:39","0","Microsoft Corporation","COM handler","N/A","Synchronize User Language Settings from other devices.","Enabled","Disabled","","INTERACTIVE","Disabled","00:10:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\Kernel\La57Cleanup","N/A","Ready","Interactive/Background","03-08-2025 23:08:40","0","Microsoft Corporation","%windir%\system32\la57setup.exe ","N/A","This task cleans up 5-level paging binaries on systems that do not support 5-level paging.","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","Ready","Interactive/Background","07-08-2025 15:26:09","0","Microsoft Corporation","COM handler","N/A","Install language components that match the user's language list.","Enabled","Disabled","No Start On Batteries","INTERACTIVE","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\LanguageComponentsInstaller\ReconcileLanguageResources","N/A","Ready","Interactive/Background","07-08-2025 17:11:09","0","Microsoft Corporation","COM handler","N/A","Install language components that match the user's language list.","Enabled","Disabled","No Start On Batteries","INTERACTIVE","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"AVIRUP-1","\Microsoft\Windows\LanguageComponentsInstaller\Uninstallation","N/A","Disabled","Interactive/Background","03-07-2025 18:33:18","0","Microsoft Corporation","COM handler","N/A","Uninstall language components that are not in any user's language list.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
